participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.unique_id,participant.explanation,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,survey_part_1_cw.1.player.id_in_group,survey_part_1_cw.1.player.role,survey_part_1_cw.1.player.payoff,survey_part_1_cw.1.player.gender,survey_part_1_cw.1.player.age_category,survey_part_1_cw.1.player.personal_experience,survey_part_1_cw.1.player.tool_experience,survey_part_1_cw.1.player.clickworker_id,survey_part_1_cw.1.group.id_in_subsession,survey_part_1_cw.1.subsession.round_number,inflation_calculator.1.player.id_in_group,inflation_calculator.1.player.role,inflation_calculator.1.player.payoff,inflation_calculator.1.player.explanation,inflation_calculator.1.player.unique_id,inflation_calculator.1.group.id_in_subsession,inflation_calculator.1.subsession.round_number,survey_part_2.1.player.id_in_group,survey_part_2.1.player.role,survey_part_2.1.player.payoff,survey_part_2.1.player.att1,survey_part_2.1.player.att2,survey_part_2.1.player.att3,survey_part_2.1.player.att4,survey_part_2.1.player.att5,survey_part_2.1.player.att6,survey_part_2.1.player.att7,survey_part_2.1.player.treat_check,survey_part_2.1.player.att8,survey_part_2.1.player.att9,survey_part_2.1.player.q1,survey_part_2.1.player.q2,survey_part_2.1.player.q3,survey_part_2.1.player.q4,survey_part_2.1.player.q5,survey_part_2.1.player.q6,survey_part_2.1.player.q7,survey_part_2.1.player.q8,survey_part_2.1.player.q9,survey_part_2.1.player.q10,survey_part_2.1.player.q11,survey_part_2.1.player.q12,survey_part_2.1.player.q13,survey_part_2.1.player.q14,survey_part_2.1.player.q15,survey_part_2.1.player.q16,survey_part_2.1.player.q17,survey_part_2.1.group.id_in_subsession,survey_part_2.1.subsession.round_number
8,12n2ls41,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:38:44.059496,1,,,0.0,29a77f14-90a4-492a-8985-ec4d06401ddd,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,8,,0.0,1,2,1,1,clickworker test,1,1,8,,0.0,0,29a77f14-90a4-492a-8985-ec4d06401ddd,1,1,8,,0.0,1,1,2,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,wvv55z8g,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:47:29.870855,1,,,0.0,c00898a6-a406-4651-97fc-18486d7b5301,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,9,,0.0,1,4,2,2,806513,1,1,9,,0.0,1,c00898a6-a406-4651-97fc-18486d7b5301,1,1,9,,0.0,1,1,2,2,2,2,2,2,2,4,4,2,2,3,4,3,3,4,4,3,2,2,3,3,4,3,3,1,1
10,7su3v09p,,0,4,14,inflation_calculator,Infl_calc_control,2022-11-04 09:47:39.958615,1,,,0.0,1dba6b2c-518b-4208-93d0-e2d19d343ce2,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,10,,0.0,2,4,2,2,1656398,1,1,10,,0.0,0,1dba6b2c-518b-4208-93d0-e2d19d343ce2,1,1,10,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
11,1wyetu9x,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:48:00.287204,1,,,0.0,1c2be9e1-3ee6-4013-be93-c83082c80e06,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,11,,0.0,2,5,2,2,90576,1,1,11,,0.0,1,1c2be9e1-3ee6-4013-be93-c83082c80e06,1,1,11,,0.0,1,1,2,2,2,1,2,2,1,5,5,5,5,3,3,3,5,3,1,3,3,3,4,5,3,4,5,1,1
12,jebm4wds,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:49:54.158825,1,,,0.0,112213a9-7114-44ab-9c87-ac93205f2d38,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,12,,0.0,1,4,1,1,1320526,1,1,12,,0.0,0,112213a9-7114-44ab-9c87-ac93205f2d38,1,1,12,,0.0,1,1,1,2,2,1,2,1,2,5,2,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1
13,7b5kdjb6,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:50:25.303420,1,,,0.0,464aad1c-fc10-40a5-a1d6-dc99e848bf28,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,13,,0.0,1,5,2,2,7002373,1,1,13,,0.0,1,464aad1c-fc10-40a5-a1d6-dc99e848bf28,1,1,13,,0.0,1,1,1,2,2,1,2,1,4,5,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,1,1
14,mnilejd5,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:50:30.768976,1,,,0.0,7ca9a89f-3e0c-4391-b6aa-03805af9b4a2,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,14,,0.0,1,4,2,2,2585672,1,1,14,,0.0,0,7ca9a89f-3e0c-4391-b6aa-03805af9b4a2,1,1,14,,0.0,1,1,2,2,1,1,2,2,4,3,3,4,4,4,3,4,3,4,3,2,3,4,4,4,4,3,3,1,1
15,suzvv3lk,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:52:11.852286,1,,,0.0,300ff81d-62a4-4472-bf62-2c2016b786e0,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,15,,0.0,1,7,2,2,6749017,1,1,15,,0.0,1,300ff81d-62a4-4472-bf62-2c2016b786e0,1,1,15,,0.0,1,1,1,2,2,1,2,1,1,5,4,4,4,5,4,4,5,4,3,3,3,3,4,3,3,4,3,1,1
16,qxp4j2xg,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:53:43.281691,1,,,0.0,5b4d3f18-d186-4d27-a6df-4c2104d8383c,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,16,,0.0,2,3,3,2,2298151,1,1,16,,0.0,0,5b4d3f18-d186-4d27-a6df-4c2104d8383c,1,1,16,,0.0,1,1,1,2,2,1,2,1,1,3,1,2,2,1,3,3,3,5,4,3,2,2,3,3,3,5,3,1,1
17,n98p1sb9,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:53:52.759978,1,,,0.0,60f7aaf6-42d4-4ba3-9795-046aa78125f5,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,17,,0.0,2,3,2,2,66824,1,1,17,,0.0,1,60f7aaf6-42d4-4ba3-9795-046aa78125f5,1,1,17,,0.0,1,1,1,2,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,5,4,5,5,1,1
18,cjz8i95n,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:55:04.063306,1,,,0.0,4b1c40a3-07fe-4bf0-97c3-cd768c94fc7e,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,18,,0.0,1,4,2,2,1358397,1,1,18,,0.0,0,4b1c40a3-07fe-4bf0-97c3-cd768c94fc7e,1,1,18,,0.0,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1
19,11eu4bov,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:55:12.697070,1,,,0.0,636e603e-77ea-4f84-84f4-b5202c9e8d43,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,19,,0.0,2,3,2,2,8682991,1,1,19,,0.0,1,636e603e-77ea-4f84-84f4-b5202c9e8d43,1,1,19,,0.0,1,2,1,2,2,1,2,2,2,4,4,4,2,2,2,2,3,2,2,1,1,1,3,3,3,2,2,1,1
20,cyrnjib2,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:55:32.453816,1,,,0.0,8ce00f43-1157-4358-a54c-070afdbf26b1,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,20,,0.0,2,2,2,2,5603125,1,1,20,,0.0,0,8ce00f43-1157-4358-a54c-070afdbf26b1,1,1,20,,0.0,1,1,2,2,2,1,2,2,1,4,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,1,1
21,kgacibif,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:56:07.777445,1,,,0.0,7ee46381-929c-409b-b532-37d81adc7a9f,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,21,,0.0,1,5,2,2,102281,1,1,21,,0.0,1,7ee46381-929c-409b-b532-37d81adc7a9f,1,1,21,,0.0,1,1,2,2,2,1,2,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1
22,zin4y2v2,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:56:49.919038,1,,,0.0,77da53ef-a295-4e96-9f39-b6bea4da3ff1,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,22,,0.0,1,5,2,2,1116432,1,1,22,,0.0,0,77da53ef-a295-4e96-9f39-b6bea4da3ff1,1,1,22,,0.0,1,1,2,2,2,1,2,2,3,4,1,2,2,3,1,2,4,4,1,1,1,1,2,2,1,2,3,1,1
23,dycgp0x7,,0,5,14,inflation_calculator,Infl_calc_treatment,2022-11-04 09:56:59.919975,1,,,0.0,1fc4a100-53c0-4898-8e65-667d43c739b8,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,23,,0.0,1,5,2,2,35127,1,1,23,,0.0,1,1fc4a100-53c0-4898-8e65-667d43c739b8,1,1,23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
24,hfwq7fvk,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:57:00.834589,1,,,0.0,b402ca5d-b16d-4ca6-baad-982be3d418c2,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,24,,0.0,1,2,2,2,1753727,1,1,24,,0.0,0,b402ca5d-b16d-4ca6-baad-982be3d418c2,1,1,24,,0.0,1,1,2,2,2,1,2,1,4,3,3,3,3,3,2,3,2,2,2,2,3,2,4,2,2,2,2,1,1
25,kxls38fm,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:57:37.384949,1,,,0.0,8b632328-c734-42c7-bc13-c6a41f111ff1,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,25,,0.0,1,6,2,2,7284859,1,1,25,,0.0,1,8b632328-c734-42c7-bc13-c6a41f111ff1,1,1,25,,0.0,1,1,2,2,2,1,2,2,2,5,3,3,2,4,4,3,2,3,2,2,2,3,3,3,3,4,3,1,1
26,m638748j,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:57:40.706391,1,,,0.0,08b8d177-566a-4eae-bf90-172247349d91,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,26,,0.0,2,3,2,2,2298151,1,1,26,,0.0,0,08b8d177-566a-4eae-bf90-172247349d91,1,1,26,,0.0,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,3,2,3,1,1
27,oo53c7ia,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:58:15.930340,1,,,0.0,1ce5be37-b9ad-4770-bf64-044389f74182,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,27,,0.0,1,4,2,2,1861251,1,1,27,,0.0,1,1ce5be37-b9ad-4770-bf64-044389f74182,1,1,27,,0.0,1,1,2,2,2,2,2,1,4,4,4,5,5,5,4,4,5,4,4,5,4,4,5,4,5,4,4,1,1
28,fkrnxh0o,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:58:20.906927,1,,,0.0,c2fd0c5b-d6cd-4938-8554-0b47988a7f61,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,28,,0.0,4,4,2,2,1156452,1,1,28,,0.0,0,c2fd0c5b-d6cd-4938-8554-0b47988a7f61,1,1,28,,0.0,1,1,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,3,3,4,1,1
29,jnosc142,,0,14,14,survey_part_2,Closing_failed,2022-11-04 09:58:51.321360,1,,,0.0,04168fc3-73ff-40b3-be68-8e31d4e46fc6,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,29,,0.0,1,3,2,2,1583188,1,1,29,,0.0,1,04168fc3-73ff-40b3-be68-8e31d4e46fc6,1,1,29,,0.0,1,1,1,2,2,1,2,1,3,4,3,3,3,3,3,3,4,4,5,1,1,1,5,5,5,5,5,1,1
30,xie4hz3l,,0,13,14,survey_part_2,Closing_passed,2022-11-04 09:59:22.502850,1,,,0.0,f4b04167-c019-4552-92cc-f6d357ba459a,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,30,,0.0,2,5,2,2,9540683,1,1,30,,0.0,0,f4b04167-c019-4552-92cc-f6d357ba459a,1,1,30,,0.0,1,1,2,2,2,1,2,1,1,4,4,4,3,4,3,3,3,4,3,4,3,4,4,4,3,3,4,1,1
31,76a6twk1,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:00:23.945093,1,,,0.0,9ef08c25-9235-4bda-899c-3f42b45e2755,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,31,,0.0,1,1,2,2,10698799,1,1,31,,0.0,1,9ef08c25-9235-4bda-899c-3f42b45e2755,1,1,31,,0.0,1,1,2,2,2,1,2,1,2,5,4,4,4,4,3,4,4,5,5,2,2,2,5,4,4,4,5,1,1
32,56zw7rlh,,0,4,14,inflation_calculator,Infl_calc_control,2022-11-04 10:00:58.559433,1,,,0.0,9125a432-92e8-4a87-a179-52a64f812c13,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,32,,0.0,2,7,2,2,272061,1,1,32,,0.0,0,9125a432-92e8-4a87-a179-52a64f812c13,1,1,32,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
33,fcxze62n,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:00:59.746333,1,,,0.0,79eac191-4f93-4e30-b82e-05802677f447,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,33,,0.0,2,3,2,2,2298151,1,1,33,,0.0,1,79eac191-4f93-4e30-b82e-05802677f447,1,1,33,,0.0,1,1,1,2,2,1,2,1,2,1,3,3,2,1,2,2,2,1,1,1,1,1,2,3,3,3,2,1,1
34,pfdskkug,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:01:56.285716,1,,,0.0,60e96b97-35e9-490f-833f-6e1afcff2aed,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,34,,0.0,1,3,1,1,1508952,1,1,34,,0.0,0,60e96b97-35e9-490f-833f-6e1afcff2aed,1,1,34,,0.0,1,1,2,2,2,1,1,1,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,1,1
35,9su564j8,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:01:59.694735,1,,,0.0,b47ae8bd-267b-4587-a72b-9f13fe3892bd,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,35,,0.0,2,2,2,2,4794653,1,1,35,,0.0,1,b47ae8bd-267b-4587-a72b-9f13fe3892bd,1,1,35,,0.0,1,1,2,2,2,1,2,1,5,4,5,5,4,4,3,4,4,4,4,3,2,2,4,3,3,3,3,1,1
36,qjjka7ym,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:02:33.815209,1,,,0.0,11bd2a0d-dd24-439b-9821-834943300bf7,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,36,,0.0,1,4,2,2,10313407,1,1,36,,0.0,0,11bd2a0d-dd24-439b-9821-834943300bf7,1,1,36,,0.0,1,1,2,2,2,1,2,1,2,5,3,3,3,5,5,3,5,5,5,4,3,2,5,5,1,5,4,1,1
37,xh90ol4b,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:02:35.719856,1,,,0.0,91fec758-ec58-4380-a5a2-6fa9c55c9e26,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,37,,0.0,1,3,2,2,2856461,1,1,37,,0.0,1,91fec758-ec58-4380-a5a2-6fa9c55c9e26,1,1,37,,0.0,1,1,2,2,2,1,2,1,1,4,5,5,4,4,4,4,4,4,3,2,3,2,4,4,4,4,4,1,1
38,sryil5py,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:02:42.077673,1,,,0.0,c3014be1-6d98-48e8-b207-b59a010fdf2b,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,38,,0.0,2,5,2,2,5311047,1,1,38,,0.0,0,c3014be1-6d98-48e8-b207-b59a010fdf2b,1,1,38,,0.0,1,1,2,2,2,1,2,1,2,4,2,2,2,2,3,4,2,2,4,2,1,1,3,3,2,3,3,1,1
39,8zk8z0we,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:03:03.477030,1,,,0.0,e3dcbea8-11df-4c52-bfb6-df99422c1c3b,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,39,,0.0,1,3,1,1,7097531,1,1,39,,0.0,1,e3dcbea8-11df-4c52-bfb6-df99422c1c3b,1,1,39,,0.0,1,1,2,2,2,1,2,2,2,4,4,4,4,4,3,3,4,4,3,3,3,3,4,2,2,3,3,1,1
40,u5j6mxgg,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:03:40.288350,1,,,0.0,1821553d-c112-4c1f-bbaf-41a06de6ce27,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,40,,0.0,2,3,2,2,8619303,1,1,40,,0.0,0,1821553d-c112-4c1f-bbaf-41a06de6ce27,1,1,40,,0.0,1,1,2,2,2,1,2,1,2,4,4,4,3,4,4,4,4,4,2,3,3,3,4,4,2,4,4,1,1
41,exi18us3,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:04:40.804889,1,,,0.0,a63828ef-3569-4bc9-a1a6-d01862aafac0,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,41,,0.0,1,5,2,2,973647,1,1,41,,0.0,1,a63828ef-3569-4bc9-a1a6-d01862aafac0,1,1,41,,0.0,1,1,1,2,2,1,2,1,3,4,4,5,4,1,1,3,4,5,3,1,1,1,3,4,3,2,3,1,1
42,ibux7rqu,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:05:04.404359,1,,,0.0,d8b73ee3-cb59-4bbf-8a20-dc46f95b326a,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,42,,0.0,1,5,2,2,1817732,1,1,42,,0.0,0,d8b73ee3-cb59-4bbf-8a20-dc46f95b326a,1,1,42,,0.0,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,1,1
43,fz5cr76m,,0,8,14,survey_part_2,Likert1,2022-11-04 10:06:36.034631,1,,,0.0,8da1e640-dd42-4325-88a7-cf5bec6afbaa,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,43,,0.0,2,5,2,2,1456999,1,1,43,,0.0,1,8da1e640-dd42-4325-88a7-cf5bec6afbaa,1,1,43,,0.0,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,1,1
44,b5ull8rj,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:06:55.851825,1,,,0.0,52d3517c-9ed4-40bf-a645-6310aea78a41,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,44,,0.0,1,4,2,2,87112,1,1,44,,0.0,0,52d3517c-9ed4-40bf-a645-6310aea78a41,1,1,44,,0.0,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,3,3,3,4,3,2,2,4,3,3,1,1
45,fvvfh9ti,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:07:14.936899,1,,,0.0,e24847e7-098b-4db7-b0d5-a221016a8013,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,45,,0.0,2,4,2,2,1477217,1,1,45,,0.0,1,e24847e7-098b-4db7-b0d5-a221016a8013,1,1,45,,0.0,1,1,2,2,2,1,2,1,1,4,3,4,2,1,1,1,2,3,1,2,2,2,4,3,3,3,3,1,1
46,y1r3qiid,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:08:11.413798,1,,,0.0,3d2e5a3e-0608-4965-a82d-2014395a9044,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,46,,0.0,2,4,2,2,10242903,1,1,46,,0.0,0,3d2e5a3e-0608-4965-a82d-2014395a9044,1,1,46,,0.0,1,1,2,2,2,1,2,2,2,4,4,4,4,3,3,3,3,4,4,1,1,1,4,3,4,3,3,1,1
47,fsxhz2c6,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:08:19.312836,1,,,0.0,18d07de5-db90-47a4-a1da-31dfba024467,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,47,,0.0,2,4,2,2,4830077,1,1,47,,0.0,1,18d07de5-db90-47a4-a1da-31dfba024467,1,1,47,,0.0,2,1,2,2,2,1,2,1,1,4,2,2,2,2,2,2,2,2,4,2,2,2,3,3,2,1,2,1,1
48,a5hwf0g7,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:08:51.367806,1,,,0.0,a3656bec-0bf3-463c-a2a9-3d31be7a8484,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,48,,0.0,2,4,2,2,861313,1,1,48,,0.0,0,a3656bec-0bf3-463c-a2a9-3d31be7a8484,1,1,48,,0.0,1,1,1,2,2,1,2,2,3,5,5,5,5,4,4,5,3,5,5,3,3,3,4,4,4,4,3,1,1
49,2klg7f8h,,0,1,14,survey_part_1_cw,Introduction,2022-11-04 10:08:51.660853,1,,,0.0,25d048f7-33d9-44df-8a59-53b3db698884,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,49,,0.0,,,,,,1,1,49,,0.0,1,25d048f7-33d9-44df-8a59-53b3db698884,1,1,49,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
50,adiimpcn,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:09:34.868525,1,,,0.0,d6ddb03c-5434-414e-baa0-67f47ac80e6b,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,50,,0.0,1,5,2,2,1563070,1,1,50,,0.0,0,d6ddb03c-5434-414e-baa0-67f47ac80e6b,1,1,50,,0.0,1,1,2,2,2,1,2,1,2,5,4,3,3,2,2,2,1,3,2,1,1,1,2,3,1,2,2,1,1
51,y7c6ua21,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:10:48.121814,1,,,0.0,31f941e9-a192-4b07-8b70-140808091a9c,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,51,,0.0,1,2,1,2,3550583,1,1,51,,0.0,1,31f941e9-a192-4b07-8b70-140808091a9c,1,1,51,,0.0,1,1,1,1,1,1,1,1,3,2,3,3,2,4,4,3,3,2,2,3,3,3,4,3,3,2,3,1,1
52,p34sk2g9,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:10:58.546787,1,,,0.0,f9ea0b1a-8d60-4286-8fc1-87ab62d4a5ba,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,52,,0.0,2,4,2,2,315800469,1,1,52,,0.0,0,f9ea0b1a-8d60-4286-8fc1-87ab62d4a5ba,1,1,52,,0.0,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,2,2,2,3,3,3,3,3,1,1
53,l29wderw,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:11:26.419604,1,,,0.0,faa966ea-baed-4d10-9d77-e74c057d6214,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,53,,0.0,1,3,1,1,1700876,1,1,53,,0.0,1,faa966ea-baed-4d10-9d77-e74c057d6214,1,1,53,,0.0,1,1,2,2,2,2,2,1,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1
54,cqi3uhzu,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:11:28.434469,1,,,0.0,e9768813-380e-4ac1-b9f3-53058807d3ec,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,54,,0.0,1,6,2,2,1510017,1,1,54,,0.0,0,e9768813-380e-4ac1-b9f3-53058807d3ec,1,1,54,,0.0,2,1,2,2,2,1,2,2,3,4,2,3,3,4,4,4,2,4,2,1,1,1,3,2,1,2,2,1,1
55,bz4sc701,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:12:11.210370,1,,,0.0,34beca11-a133-4f39-970d-d9a4a7337977,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,55,,0.0,2,3,2,2,555178,1,1,55,,0.0,1,34beca11-a133-4f39-970d-d9a4a7337977,1,1,55,,0.0,1,1,2,2,2,1,2,1,4,5,4,4,4,4,4,4,4,4,4,3,2,3,4,3,4,4,4,1,1
56,hxjtyqto,,0,1,14,survey_part_1_cw,Introduction,2022-11-04 10:13:37.638734,1,,,0.0,f2ba360f-beca-4dd8-9d79-6cf643ff3c9a,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,56,,0.0,,,,,,1,1,56,,0.0,0,f2ba360f-beca-4dd8-9d79-6cf643ff3c9a,1,1,56,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
57,d6au8xo9,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:13:51.457871,1,,,0.0,ea7201a9-58c1-4c19-9a82-0804e10bd3f7,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,57,,0.0,1,1,2,2,10735515,1,1,57,,0.0,1,ea7201a9-58c1-4c19-9a82-0804e10bd3f7,1,1,57,,0.0,1,1,2,2,2,1,2,1,3,3,4,5,3,3,3,3,3,3,3,5,5,3,3,3,5,3,1,1,1
58,ah8mw4fa,,0,14,14,survey_part_2,Closing_failed,2022-11-04 10:14:08.542896,1,,,0.0,71218fc3-f46f-4572-9ddc-1768474b7cef,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,58,,0.0,1,4,2,2,87113,1,1,58,,0.0,0,71218fc3-f46f-4572-9ddc-1768474b7cef,1,1,58,,0.0,1,1,1,2,2,1,1,1,3,2,2,3,2,3,4,3,3,3,3,2,3,3,3,3,4,4,3,1,1
59,czx3xpu4,,0,13,14,survey_part_2,Closing_passed,2022-11-04 10:14:23.734207,1,,,0.0,0442140c-9f3a-463a-8da6-a6a9d8da9089,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,59,,0.0,1,7,2,2,1611407,1,1,59,,0.0,1,0442140c-9f3a-463a-8da6-a6a9d8da9089,1,1,59,,0.0,1,1,2,2,2,1,2,1,2,4,1,4,2,3,3,3,3,4,2,1,1,1,3,2,1,3,2,1,1
60,1zjm6hlo,,0,2,14,survey_part_1_cw,Demographics,2022-11-04 10:15:19.963703,1,,,0.0,57d48d07-140c-413e-92b9-85a43d783c5d,,7ymv81x6,,,,,0,0.0,1.0,InflationsrechnerSurveyClickworker,60,,0.0,,,,,,1,1,60,,0.0,0,57d48d07-140c-413e-92b9-85a43d783c5d,1,1,60,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
